Distance,A_M1_C_B1_Y,A_M1_C_B1_Z,A_M1_B1_W1_Y_L,A_M1_B1_BC_Y_L,A_M1_B1_W2_Y_L,A_M1_B1_W1_Y_R,A_M1_B1_BC_Y_R,A_M1_B1_W2_Y_R,A_M1_B1_W1_Z_L,A_M1_B1_BC_Z_L,A_M1_B1_W2_Z_L,A_M1_B1_W1_Z_R,A_M1_B1_BC_Z_R,A_M1_B1_W2_Z_R,A__B1_W1_Y_A_axle_L,A__B1_W2_Y_A_axle_L,A__B1_W1_Y_A_axle_R,A__B1_W2_Y_A_axle_R,A__B1_W1_Z_A_axle_L,A__B1_W2_Z_A_axle_L,A__B1_W1_Z_A_axle_R,A__B1_W2_Z_A_axle_R,V_M1_B1_W1_L,V_M1_B1_W1_R,QL_M1_B1_W1,QR_M1_B1_W1,V_M1_B1_W2_L,V_M1_B1_W2_R,QL_M1_B1_W2,QR_M1_B1_W2,YL_M1_B1_W1,YR_M1_B1_W1,YL_M1_B1_W2,YR_M1_B1_W2
2.5,0.0035531,-0.059831,0.3896,0.3508,0.3119,0.3892,0.3503,0.3114,0.7324,-0.3475,-1.427,2.57,1.49,0.4102,-0.6423,-0.1433,-0.6446,-0.1434,9.918,-1.339,8.188,2.929,11.13,9.309,0.1672,0.1367,-3.636,2.98,-0.054634,0.043765,-0.0076925,0.011966,-0.00070135,0.0048352
2.75,0.0033898,-0.051042,0.6398,0.6946,0.7494,0.6397,0.6945,0.7493,-3.46,-3.005,-2.55,0.463,0.9178,1.373,-0.3854,0.3776,-0.387,0.3791,12.39,-9.507,17.62,9.96,8.546,17.01,0.1284,0.2499,-9.455,7.585,-0.1421,0.1114,-0.0056187,0.010569,0.0054812,-0.0018688
3.0,0.0039309,-0.04925,1.003,1.17,1.336,1.004,1.17,1.337,-3.724,-3.72,-3.715,2.88,2.884,2.889,0.055526,1.117,0.056411,1.116,4.562,-8.515,14.8,6.516,0.8399,16.34,0.012621,0.2401,-10.36,7.05,-0.1556,0.1035,-0.0001549,0.0046332,0.014801,-0.012183
3.25,0.0053116,-0.050084,1.265,1.523,1.781,1.265,1.523,1.781,-0.9862,-2.831,-4.676,7.518,5.673,3.828,0.5841,1.3,0.587,1.296,0.4552,-9.733,14.65,-10.9,0.062547,19.62,0.00093987,0.2882,-14.94,-5.146,-0.2245,-0.07557,0.0065252,-0.0031413,0.016487,-0.013183
3.5,0.0075353,-0.046717,0.8967,1.193,1.488,0.896,1.192,1.488,3.696,-1.512,-6.719,10.46,5.248,0.040671,1.083,0.6832,1.085,0.6829,-4.487,-12.92,9.204,-22.86,-1.105,17.42,-0.016607,0.2558,-19.79,-19.07,-0.2974,-0.28,0.013237,-0.010766,0.0095579,-0.005381
3.75,0.0099257,-0.041094,-0.1051,0.1593,0.4237,-0.1065,0.1579,0.4223,7.498,-1.166,-9.831,8.801,0.1366,-8.528,1.235,0.1182,1.233,0.1197,1.048,1.362,4.637,-6.991,4.576,13.75,0.068765,0.202,-6.54,-14.39,-0.098259,-0.2113,0.016736,-0.013406,0.0053342,-0.0008831
4.0,0.01128,-0.044764,-1.289,-1.098,-0.9057,-1.29,-1.098,-0.9061,8.645,0.2605,-8.124,3.249,-5.136,-13.52,1.002,-0.3647,0.9995,-0.3624,5.433,16.05,2.645,8.465,7.789,8.549,0.117,0.1256,11.24,-7.235,0.1689,-0.1062,0.014275,-0.010548,0.00081718,0.0033689
4.25,0.010553,-0.061498,-2.145,-1.911,-1.676,-2.143,-1.909,-1.675,7.29,4.051,0.8117,-2.642,-5.882,-9.121,0.3835,-0.6745,0.3829,-0.6725,13.17,6.677,3.826,0.2782,13.52,5.185,0.2032,0.076155,11.7,-12.46,0.1758,-0.183,0.0079991,-0.0017943,-0.0026793,0.0061402
4.5,0.0074669,-0.078324,-2.484,-1.874,-1.263,-2.482,-1.872,-1.261,5.548,7.547,9.546,-4.677,-2.678,-0.6787,-0.5657,-0.9948,-0.5653,-0.9918,12.04,-4.448,1.135,-16.0,12.7,-0.5805,0.1909,-0.0085259,7.844,-18.44,0.1179,-0.2708,-0.0013756,0.012513,-0.0066477,0.0093698
4.75,0.0025816,-0.07957,-2.475,-1.222,0.029695,-2.474,-1.222,0.030249,4.336,7.543,10.75,-2.994,0.2131,3.42,-1.637,-1.389,-1.637,-1.389,7.111,-0.6057,-8.966,-13.19,8.92,-10.72,0.134,-0.1575,10.57,-9.457,0.1587,-0.1389,-0.011567,0.02459,-0.014018,0.016196
5.0,-0.0032845,-0.06379,-2.251,-0.5153,1.22,-2.252,-0.5164,1.219,2.731,4.158,5.585,-1.101,0.3255,1.752,-2.58,-1.394,-2.583,-1.398,0.7835,8.486,-11.83,2.001,4.694,-15.33,0.070543,-0.2252,12.37,5.585,0.1858,0.082026,-0.020811,0.033732,-0.018039,0.021611
5.25,-0.00959,-0.043273,-1.587,0.051059,1.689,-1.589,0.048947,1.687,0.012692,-0.2451,-0.5028,-0.5381,-0.7959,-1.054,-2.737,-1.115,-2.74,-1.121,-5.147,13.08,-1.883,14.85,0.652,-9.653,0.0097972,-0.1418,9.397,16.56,0.1412,0.2432,-0.021246,0.037116,-0.01829,0.024342
5.5,-0.015965,-0.030458,-0.259,0.674,1.607,-0.2608,0.6721,1.605,-3.132,-3.29,-3.448,0.3519,0.1937,0.035571,-2.239,-0.5194,-2.24,-0.5214,-4.57,7.836,2.429,19.26,-0.8415,-5.267,-0.012645,-0.077361,1.578,21.48,0.023712,0.3155,-0.015073,0.032876,-0.013457,0.020773
5.75,-0.02185,-0.026194,1.266,1.213,1.16,1.266,1.213,1.16,-5.532,-3.986,-2.441,1.865,3.411,4.957,-1.913,0.2448,-1.915,0.2483,-11.63,-0.1348,-13.56,17.46,-11.31,-16.48,-0.17,-0.242,-4.3,23.25,-0.064602,0.3414,-0.010759,0.025769,-0.0072747,0.013717
6.0,-0.026785,-0.021958,2.122,1.174,0.2266,2.123,1.175,0.2277,-8.199,-3.394,1.412,0.3209,5.126,9.932,-1.626,0.9975,-1.628,1.003,-11.54,-5.316,-15.01,14.21,-14.22,-17.77,-0.2137,-0.2611,-5.419,23.95,-0.081413,0.3517,-0.01126,0.021898,-0.001805,0.0066031
6.25,-0.031069,-0.011573,2.147,0.5133,-1.12,2.148,0.5147,-1.119,-10.15,-2.603,4.945,-3.668,3.88,11.43,-0.9012,1.452,-0.8973,1.453,-10.93,-4.666,-1.96,7.874,-13.99,-9.985,-0.2103,-0.1467,-2.526,19.79,-0.037958,0.2906,-0.0085423,0.015247,0.00071915,0.0031858
6.5,-0.035656,0.0033882,1.811,-0.3373,-2.485,1.812,-0.3363,-2.484,-9.28,-1.968,5.344,-5.984,1.327,8.639,0.1386,1.347,0.1458,1.343,-7.219,1.629,5.638,5.099,-10.26,-4.277,-0.1542,-0.062821,3.822,14.37,0.057419,0.2111,-0.00036225,0.0065281,-0.0032111,0.0073628
6.75,-0.04144,0.017411,1.274,-1.068,-3.409,1.275,-1.067,-3.409,-5.071,-0.9007,3.27,-4.727,-0.557,3.613,0.9567,0.9537,0.9584,0.9496,-7.895,8.348,-3.351,5.701,-10.19,-8.428,-0.1531,-0.1238,10.26,8.405,0.1542,0.1234,0.0055915,-0.00012184,-0.010444,0.012942
7.0,-0.048964,0.027242,0.1475,-1.662,-3.471,0.1479,-1.661,-3.471,-0.256,0.8064,1.869,-2.625,-1.562,-0.5001,1.172,0.1694,1.169,0.1668,-5.209,12.02,-8.528,5.124,-6.307,-8.04,-0.094775,-0.1181,15.17,1.309,0.2279,0.019218,0.0047312,0.00039109,-0.019976,0.023726
7.25,-0.058755,0.03393,-1.509,-2.071,-2.634,-1.509,-2.071,-2.634,2.408,2.587,2.765,-2.122,-1.943,-1.765,1.22,-0.7659,1.222,-0.7647,-12.83,8.828,-9.693,-4.118,-11.56,-7.592,-0.1738,-0.1115,14.75,-10.55,0.2216,-0.155,0.0022751,0.0024226,-0.027783,0.032947
7.5,-0.071383,0.040386,-2.921,-2.087,-1.254,-2.921,-2.088,-1.254,0.7946,2.359,3.923,-4.209,-2.645,-1.081,1.375,-1.809,1.377,-1.803,-8.434,4.858,-4.314,-14.24,-9.986,-2.976,-0.1501,-0.043719,13.1,-20.88,0.1969,-0.3067,0.0021667,0.002389,-0.037912,0.040237
7.75,-0.086959,0.045316,-3.339,-1.74,-0.1408,-3.34,-1.741,-0.1416,-2.899,0.1626,3.224,-6.78,-3.718,-0.6565,1.566,-2.486,1.572,-2.483,-6.62,0.5692,5.987,-11.47,-12.18,4.808,-0.183,0.070621,10.58,-20.35,0.159,-0.2988,0.0036124,0.00062238,-0.043366,0.04653
8.0,-0.1047,0.043426,-2.246,-0.8237,0.5987,-2.247,-0.8245,0.5979,-6.096,-2.935,0.2264,-6.164,-3.002,0.159,1.779,-2.387,1.78,-2.388,-2.335,-0.5272,8.034,-3.795,-12.82,8.726,-0.1927,0.1282,8.162,-13.79,0.1226,-0.2025,0.0066993,-0.0033239,-0.039431,0.046649
8.25,-0.1224,0.032185,-0.235,0.295,0.8251,-0.2351,0.295,0.8251,-6.349,-4.592,-2.835,-1.674,0.0831,1.84,1.573,-2.202,1.57,-2.206,7.513,-4.59,8.41,-9.934,-5.012,14.14,-0.075307,0.2076,0.2598,-16.48,0.0039033,-0.2421,0.0065785,-0.0031076,-0.032508,0.041701
8.5,-0.1378,0.016283,1.417,0.694,-0.028727,1.417,0.6947,-0.028026,-1.469,-3.256,-5.044,4.393,2.606,0.8182,1.374,-2.074,1.371,-2.081,4.044,-10.38,6.226,-16.78,-2.108,15.52,-0.031684,0.2279,-9.386,-20.99,-0.141,-0.3082,0.0093008,-0.00096706,-0.029109,0.035913
8.75,-0.1495,0.002151,2.256,0.2296,-1.797,2.257,0.2305,-1.796,5.162,-0.7807,-6.724,7.969,2.026,-3.917,1.348,-1.602,1.343,-1.606,-3.576,-10.91,-0.1587,-6.388,-0.7296,9.8,-0.010964,0.1439,-12.6,-13.84,-0.1894,-0.2032,0.01438,-0.0022731,-0.025547,0.031365
9.0,-0.1571,-0.0097881,2.716,-0.3183,-3.353,2.717,-0.3173,-3.351,7.297,0.2048,-6.887,6.611,-0.4814,-7.573,1.359,-0.6915,1.351,-0.6877,-4.24,-9.215,0.1165,4.442,3.364,5.751,0.050557,0.084467,-13.16,-5.096,-0.1977,-0.074845,0.020005,-0.0051305,-0.01552,0.022717
9.25,-0.1606,-0.024027,3.059,-0.2741,-3.607,3.06,-0.2732,-3.606,3.515,-0.7062,-4.927,2.18,-2.041,-6.262,1.077,0.1481,1.072,0.1522,10.57,-7.974,4.06,1.007,15.09,4.018,0.2267,0.059017,-13.93,-3.821,-0.2093,-0.056112,0.022511,-0.0054412,-0.0051262,0.011191
9.5,-0.1596,-0.043099,2.66,0.026893,-2.607,2.66,0.026915,-2.607,-0.67,-1.147,-1.624,-1.49,-1.967,-2.443,0.425,0.4805,0.4282,0.481,17.53,-8.453,3.363,-6.842,18.72,-1.207,0.2813,-0.01773,-14.39,-4.692,-0.2162,-0.068904,0.014929,1.9809e-05,0.0005124,0.0046113
9.75,-0.1543,-0.064119,1.268,0.073691,-1.12,1.267,0.072791,-1.121,-1.071,0.092244,1.255,-2.684,-1.521,-0.3578,-0.4175,0.6603,-0.4064,0.664,16.88,-13.47,-3.88,-7.188,17.79,-9.677,0.2674,-0.1421,-16.54,-2.573,-0.2486,-0.037782,0.0016309,0.0078198,0.0050615,-0.00059049
10.0,-0.1457,-0.082232,-0.4915,-0.059695,0.3721,-0.4927,-0.060837,0.371,1.452,1.43,1.408,-1.79,-1.812,-1.834,-1.207,1.255,-1.198,1.263,7.604,-16.18,-9.168,-2.905,12.31,-15.43,0.1849,-0.2266,-18.42,0.1441,-0.2767,0.0021159,-0.011246,0.014216,0.01514,-0.012076
10.25,-0.1353,-0.096919,-1.706,0.082146,1.87,-1.707,0.081311,1.869,3.19,0.7617,-1.667,-0.1909,-2.619,-5.047,-1.544,1.836,-1.54,1.844,4.315,-10.63,-9.75,5.634,11.27,-15.6,0.1693,-0.2291,-16.24,5.671,-0.244,0.083285,-0.015771,0.017263,0.02638,-0.025066
10.5,-0.1242,-0.1131,-1.903,0.677,3.257,-1.903,0.6766,3.257,2.354,-1.387,-5.128,1.238,-2.502,-6.243,-1.651,2.471,-1.654,2.473,2.152,-5.007,-7.113,9.415,9.074,-12.71,0.1364,-0.1867,-15.51,9.307,-0.2331,0.1367,-0.016588,0.018974,0.038677,-0.039585
10.75,-0.1125,-0.1349,-1.182,1.475,4.132,-1.182,1.475,4.132,-0.312,-3.202,-6.091,2.031,-0.8584,-3.748,-1.426,2.559,-1.434,2.551,1.764,5.481,-1.557,7.411,6.717,-7.128,0.1009,-0.1047,-8.878,11.6,-0.1334,0.1703,-0.01416,0.016856,0.046642,-0.047851
11.0,-0.099437,-0.1601,-0.3683,1.864,4.095,-0.368,1.864,4.096,-2.153,-2.309,-2.465,1.719,1.563,1.408,-1.184,2.227,-1.192,2.218,1.043,9.195,2.423,5.05,3.629,-2.514,0.054526,-0.036934,-1.87,13.5,-0.02809,0.1982,-0.0091314,0.016332,0.050722,-0.048696
11.25,-0.08494,-0.1794,-0.030412,1.678,3.386,-0.030155,1.678,3.386,-2.159,0.8125,3.784,0.3949,3.367,6.338,-0.8378,2.064,-0.842,2.058,-10.53,1.671,-0.5774,-0.1556,-9.064,-4.198,-0.1362,-0.061657000000000003,-0.062662,9.81,-0.00094146,0.1441,-0.0027347,0.012235,0.054548,-0.046481
11.5,-0.069277,-0.1837,0.078587,1.348,2.617,0.078721,1.348,2.617,-2.707,2.153,7.013,-2.115,2.745,7.605,-0.332,1.861,-0.3323,1.857,-11.93,-3.085,-1.869,-2.347,-14.88,-3.551,-0.2237,-0.052157,2.639,4.599,0.039648,0.067547,0.0025634,0.0046505,0.056609,-0.044221
11.75,-0.052888,-0.1756,0.3378,1.206,2.075,0.3378,1.206,2.075,-4.544,0.0001532,4.544,-4.751,-0.2067,4.338,0.2195,1.467,0.224,1.464,-16.61,5.114,-3.132,1.896,-24.32,-4.108,-0.3654,-0.060333,10.87,2.62,0.1633,0.038478,0.0068549,-0.003374,0.059103,-0.042331
12.0,-0.035965,-0.169,0.9237,1.264,1.604,0.9236,1.264,1.604,-7.174,-3.667,-0.1611,-6.822,-3.316,0.1903,0.9223,0.6904,0.9267,0.6944,-13.01,16.36,-2.433,4.128,-26.55,-2.41,-0.399,-0.035395,18.06,-0.4936,0.2714,-0.007249,0.014157,-0.0099194,0.051269,-0.034495
12.25,-0.018497,-0.1767,1.674,1.148,0.6226,1.674,1.148,0.6223,-8.081,-5.063,-2.046,-7.598,-4.58,-1.562,1.978,-0.2579,1.981,-0.2482,-14.32,17.61,-1.434,-0.9892,-29.66,-1.021,-0.4457,-0.015,17.58,-7.539,0.2642,-0.1107,0.025297,-0.017675,0.031988,-0.02087
12.5,-0.00058863,-0.1991,2.057,0.7602,-0.5368,2.057,0.7599,-0.537,-6.366,-3.3,-0.2332,-6.887,-3.821,-0.7544,2.91,-1.347,2.913,-1.338,-12.86,10.82,0.258,-7.911,-26.64,1.559,-0.4003,0.022902,13.32,-14.18,0.2001,-0.2083,0.034508,-0.027342,0.010475,-0.0054766
12.75,0.017286,-0.2266,1.621,0.3237,-0.9738,1.621,0.3238,-0.9737,-2.848,-0.221,2.406,-4.683,-2.056,0.571,3.405,-2.132,3.407,-2.129,-10.86,3.724,3.634,-9.944,-20.77,6.332,-0.312,0.093009,9.749,-15.74,0.1465,-0.2312,0.041434,-0.034555,-0.0032787,0.0060176
13.0,0.034307,-0.2483,0.7291,0.1857,-0.3577,0.7294,0.186,-0.3574,0.5855,1.765,2.945,-1.352,-0.1723,1.008,3.302,-2.532,3.296,-2.533,-5.111,2.23,3.843,-7.364,-11.96,9.47,-0.1797,0.1391,9.001,-13.13,0.1352,-0.1928,0.044324,-0.036485,-0.012076,0.012635
13.25,0.049746,-0.2596,-0.2552,0.29,0.8352,-0.255,0.2902,0.8355,2.797,2.074,1.351,1.684,0.961,0.2382,2.451,-2.557,2.442,-2.563,5.192,2.114,0.688,-2.03,-0.2752,9.284,-0.0041349,0.1364,7.01,-8.415,0.1053,-0.1236,0.040302,-0.028825,-0.014427,0.016976
13.5,0.063081,-0.2625,-1.109,0.3009,1.711,-1.109,0.3012,1.711,3.899,1.747,-0.4063,3.052,0.8996,-1.253,1.245,-2.243,1.239,-2.251,9.495,2.831,1.352,2.376,7.226,8.597,0.1086,0.1263,4.173,-3.749,0.062696,-0.055062,0.029269,-0.016283,-0.011405,0.01941
13.75,0.073854,-0.2614,-1.539,0.1102,1.759,-1.538,0.1105,1.759,3.875,1.544,-0.788,2.433,0.1011,-2.231,0.1694,-1.694,0.169,-1.701,8.468,-4.255,-3.237,0.6067,9.501,0.3373,0.1428,0.0049545,-5.377,-3.738,-0.080791,-0.054897,0.017802,-0.0047304,-0.0066259,0.018823
14.0,0.081753,-0.2601,-1.222,-0.1459,0.9305,-1.222,-0.1457,0.9307,2.149,0.5584,-1.033,0.05878,-1.532,-3.123,-0.6671,-0.7157,-0.6647,-0.718,5.964,-12.19,-3.077,-3.424,9.517,-5.968,0.143,-0.087658,-16.29,-5.051,-0.2448,-0.074174,0.009936,0.0027232,-0.0013453,0.011116
14.25,0.086958,-0.2636,0.081369,-0.2122,-0.5058,0.081297,-0.2123,-0.5059,-0.5239,-1.67,-2.817,-2.122,-3.269,-4.415,-1.131,0.3036,-1.126,0.3067,12.7,-16.24,3.581,-4.282,15.72,-4.694,0.2362,-0.06895,-24.28,-4.381,-0.3649,-0.064341,0.0083292,0.0058472,0.0023003,0.0032933
14.5,0.090479,-0.2776,2.067,-0.022833,-2.112,2.067,-0.023015,-2.113,-1.312,-3.693,-6.075,-1.134,-3.516,-5.897,-1.421,1.357,-1.414,1.364,12.38,-17.7,1.455,-3.217,15.02,-6.964,0.2257,-0.1023,-30.06,-2.957,-0.4517,-0.043423,0.0082604,0.0082972,0.0076917,-0.0043411
14.75,0.094016,-0.3035,4.213,0.2408,-3.731,4.213,0.2408,-3.731,0.4349,-4.248,-8.931,2.527,-2.156,-6.839,-1.695,2.551,-1.686,2.558,15.42,-15.2,1.809,-0.7283,18.56,-3.045,0.2788,-0.044727,-31.04,-0.4089,-0.4663,-0.0060054,0.0058594,0.011736,0.019986,-0.011361
15.0,0.099453,-0.3371,5.543,0.3244,-4.894,5.543,0.3241,-4.894,4.166,-2.588,-9.341,6.913,0.1594,-6.594,-1.851,3.448,-1.847,3.451,9.613,-14.27,-0.7195,1.754,15.74,-0.9648,0.2366,-0.014171,-29.72,1.626,-0.4465,0.023884,0.0018665,0.01489,0.03042,-0.021362
15.25,0.108,-0.3695,5.157,0.2931,-4.571,5.155,0.2916,-4.572,7.222,-0.067225,-7.356,9.798,2.51,-4.779,-1.541,3.868,-1.545,3.868,13.71,-10.89,16.01,4.31,22.38,17.31,0.3364,0.2542,-23.58,4.691,-0.3542,0.068893,0.001324,0.01534,0.039813,-0.030578
15.5,0.1195,-0.3916,3.214,0.4601,-2.294,3.211,0.4572,-2.297,9.323,2.341,-4.642,12.56,5.577,-1.406,-0.8461,3.816,-0.8518,3.808,11.9,-6.714,18.9,5.034,20.79,24.31,0.3125,0.357,-15.53,7.195,-0.2333,0.1057,0.0063917,0.0081598,0.047529,-0.037734
15.75,0.1326,-0.3957,0.5731,0.8137,1.054,0.5699,0.8105,1.051,9.847,3.667,-2.514,14.57,8.388,2.207,0.09036,3.207,0.083109,3.194,12.64,1.338,28.63,1.836,20.02,37.1,0.3009,0.545,-4.621,6.661,-0.069428,0.097821,0.014737,-0.0058906,0.051845,-0.039469
16.0,0.1455,-0.3784,-1.844,1.071,3.986,-1.846,1.069,3.984,9.808,4.187,-1.435,15.38,9.756,4.134,1.251,2.129,1.244,2.119,8.839,7.848,23.21,-0.066265,12.23,36.69,0.1838,0.5389,5.38,4.502,0.080836,0.066119,0.024877,-0.025567,0.05058,-0.035077
16.25,0.1563,-0.3417,-3.521,0.8775,5.276,-3.521,0.8772,5.275,8.793,4.065,-0.6632,12.7,7.973,3.245,2.293,1.179,2.288,1.175,0.6952,8.542,5.417,-2.292,-1.332,22.3,-0.020012,0.3275,10.4,-1.486,0.1563,-0.021822,0.030365,-0.029873,0.047692,-0.030627
16.5,0.1619,-0.2926,-4.242,0.1508,4.544,-4.241,0.1523,4.546,5.311,2.703,0.096197,4.586,1.978,-0.6288,2.803,0.3429,2.8,0.3461,-5.907,7.22,-1.688,-5.101,-12.71,10.01,-0.191,0.147,12.11,-9.902,0.1819,-0.1454,0.029698,-0.028254,0.043661,-0.025987
16.75,0.1637,-0.2497,-4.0,-0.58,2.84,-3.996,-0.5766,2.843,-0.2237,0.01462,0.2529,-5.85,-5.611,-5.373,3.006,-0.3738,3.005,-0.3636,-11.8,11.46,-4.346,-1.477,-22.55,-2.974,-0.3388,-0.043678,16.37,-11.46,0.246,-0.1682,0.02868,-0.025875,0.042079,-0.024185
17.0,0.1643,-0.2315,-3.28,-0.6498,1.98,-3.275,-0.6451,1.985,-5.934,-2.522,0.8901,-13.35,-9.94,-6.529,2.397,-1.041,2.397,-1.024,-12.88,16.23,-5.369,-0.6363,-26.41,-13.0,-0.3969,-0.191,19.31,-10.36,0.2902,-0.1522,0.027317,-0.014574,0.038447,-0.021033
17.25,0.1643,-0.2415,-2.77,-0.038018,2.694,-2.766,-0.033675,2.698,-8.482,-2.774,2.934,-14.35,-8.644,-2.936,1.11,-1.713,1.112,-1.695,-3.514,17.15,-9.547,-2.513,-18.77,-18.44,-0.282,-0.2708,19.42,-6.809,0.2917,-0.1,0.021346,-0.0046662,0.029651,-0.014879
17.5,0.1644,-0.2668,-2.614,0.5404,3.695,-2.611,0.5437,3.698,-5.133,0.6598,6.453,-9.26,-3.467,2.326,-0.6662,-2.293,-0.6616,-2.283,-1.385,14.4,-13.71,-1.481,-11.18,-19.36,-0.168,-0.2844,18.26,0.6305,0.2743,0.0092589,0.0083868,0.0071962,0.016888,-0.0073153
17.75,0.1652,-0.2852,-2.375,0.678,3.731,-2.373,0.68,3.733,1.755,5.71,9.666,-2.033,1.923,5.879,-2.255,-2.401,-2.242,-2.406,-2.969,11.78,-19.17,10.46,-3.122,-20.18,-0.046916,-0.2965,18.2,15.72,0.2735,0.2308,-0.0038535,0.018599,0.0073682,-0.0020133
18.0,0.1663,-0.279,-1.637,0.6181,2.874,-1.637,0.6181,2.874,6.327,8.894,11.46,2.843,5.41,7.978,-3.253,-1.834,-3.243,-1.844,-1.069,12.74,-12.84,24.05,7.449,-13.33,0.1119,-0.1957,19.19,31.8,0.2884,0.467,-0.011538,0.02787,0.0065193,-0.0029121
18.25,0.1671,-0.2428,-0.3215,0.7653,1.852,-0.3238,0.7629,1.85,5.363,8.435,11.51,4.055,7.127,10.2,-3.756,-1.022,-3.747,-1.032,-1.319,11.02,-11.69,30.02,10.3,-14.05,0.1548,-0.2063,15.1,41.61,0.2268,0.6111,-0.014498,0.030611,0.007097,-0.0032194
