Distance,A_M1_C_B1_Y,A_M1_C_B1_Z,A_M1_B1_W1_Y_L,A_M1_B1_BC_Y_L,A_M1_B1_W2_Y_L,A_M1_B1_W1_Y_R,A_M1_B1_BC_Y_R,A_M1_B1_W2_Y_R,A_M1_B1_W1_Z_L,A_M1_B1_BC_Z_L,A_M1_B1_W2_Z_L,A_M1_B1_W1_Z_R,A_M1_B1_BC_Z_R,A_M1_B1_W2_Z_R,A__B1_W1_Y_A_axle_L,A__B1_W2_Y_A_axle_L,A__B1_W1_Y_A_axle_R,A__B1_W2_Y_A_axle_R,A__B1_W1_Z_A_axle_L,A__B1_W2_Z_A_axle_L,A__B1_W1_Z_A_axle_R,A__B1_W2_Z_A_axle_R,V_M1_B1_W1_L,V_M1_B1_W1_R,QL_M1_B1_W1,QR_M1_B1_W1,V_M1_B1_W2_L,V_M1_B1_W2_R,QL_M1_B1_W2,QR_M1_B1_W2,YL_M1_B1_W1,YR_M1_B1_W1,YL_M1_B1_W2,YR_M1_B1_W2
2.5,0.003553,-0.059831,0.3896,0.3508,0.3119,0.3892,0.3503,0.3114,0.7324,-0.3475,-1.427,2.57,1.49,0.4102,-0.6423,-0.1433,-0.6446,-0.1434,9.918,-1.339,8.188,2.929,11.13,9.309,0.1672,0.1367,-3.636,2.98,-0.054634,0.043765,-0.0076925,0.011966,-0.00070135,0.0048352
2.75,0.0033897,-0.051042,0.6398,0.6946,0.7494,0.6397,0.6945,0.7493,-3.46,-3.005,-2.55,0.463,0.9178,1.373,-0.3854,0.3776,-0.387,0.3791,12.39,-9.507,17.62,9.96,8.546,17.01,0.1284,0.2499,-9.455,7.585,-0.1421,0.1114,-0.0056187,0.010569,0.0054812,-0.0018688
3.0,0.0039308,-0.04925,1.003,1.17,1.336,1.004,1.17,1.337,-3.724,-3.72,-3.715,2.88,2.884,2.889,0.055527,1.117,0.056412,1.116,4.562,-8.515,14.8,6.516,0.8399,16.34,0.012621,0.2401,-10.36,7.05,-0.1556,0.1035,-0.00015489,0.0046332,0.014801,-0.012183
3.25,0.0053115,-0.050084,1.265,1.523,1.781,1.265,1.523,1.781,-0.9862,-2.831,-4.676,7.518,5.673,3.828,0.5841,1.3,0.587,1.296,0.4552,-9.733,14.65,-10.9,0.062547,19.62,0.00093987,0.2882,-14.94,-5.146,-0.2245,-0.07557,0.0065252,-0.0031413,0.016487,-0.013183
3.5,0.0075352,-0.046717,0.8967,1.193,1.488,0.896,1.192,1.488,3.696,-1.512,-6.719,10.46,5.248,0.040672,1.083,0.6832,1.085,0.6829,-4.487,-12.92,9.204,-22.86,-1.105,17.42,-0.016607,0.2558,-19.79,-19.07,-0.2974,-0.28,0.013238,-0.010766,0.0095579,-0.005381
3.75,0.0099256,-0.041094,-0.1051,0.1593,0.4237,-0.1065,0.1579,0.4223,7.498,-1.166,-9.831,8.801,0.1366,-8.528,1.235,0.1182,1.233,0.1197,1.048,1.362,4.637,-6.991,4.576,13.75,0.068765,0.202,-6.54,-14.39,-0.098259,-0.2113,0.016736,-0.013406,0.0053342,-0.00088313
4.0,0.01128,-0.044764,-1.289,-1.098,-0.9057,-1.29,-1.098,-0.9061,8.645,0.2605,-8.124,3.249,-5.136,-13.52,1.002,-0.3647,0.9995,-0.3624,5.433,16.05,2.645,8.465,7.789,8.549,0.117,0.1256,11.24,-7.235,0.1689,-0.1062,0.014275,-0.010548,0.00081723,0.0033688
4.25,0.010553,-0.061498,-2.145,-1.911,-1.676,-2.143,-1.909,-1.675,7.29,4.051,0.8117,-2.642,-5.882,-9.121,0.3835,-0.6745,0.3829,-0.6725,13.17,6.677,3.826,0.2782,13.52,5.185,0.2032,0.076155,11.7,-12.46,0.1758,-0.183,0.0079991,-0.0017943,-0.0026792,0.0061402
4.5,0.0074667,-0.078324,-2.484,-1.874,-1.263,-2.482,-1.872,-1.261,5.548,7.547,9.546,-4.677,-2.678,-0.6787,-0.5657,-0.9948,-0.5653,-0.9918,12.04,-4.448,1.135,-16.0,12.7,-0.5805,0.1909,-0.0085259,7.844,-18.44,0.1179,-0.2708,-0.0013755,0.012513,-0.0066476,0.0093697
4.75,0.0025815,-0.07957,-2.475,-1.222,0.029701,-2.474,-1.222,0.030254,4.336,7.543,10.75,-2.994,0.2131,3.42,-1.637,-1.389,-1.637,-1.389,7.111,-0.6057,-8.966,-13.19,8.92,-10.72,0.134,-0.1575,10.57,-9.457,0.1587,-0.1389,-0.011567,0.02459,-0.014018,0.016195
5.0,-0.0032845,-0.06379,-2.251,-0.5152,1.22,-2.252,-0.5164,1.219,2.731,4.158,5.585,-1.101,0.3255,1.752,-2.58,-1.394,-2.583,-1.398,0.7835,8.486,-11.83,2.001,4.694,-15.33,0.070543,-0.2252,12.37,5.585,0.1858,0.082026,-0.020811,0.033732,-0.018038,0.021611
5.25,-0.0095899,-0.043273,-1.587,0.051061,1.689,-1.589,0.048949,1.687,0.012692,-0.2451,-0.5028,-0.5381,-0.7959,-1.054,-2.737,-1.115,-2.74,-1.121,-5.147,13.08,-1.883,14.85,0.652,-9.653,0.0097972,-0.1418,9.397,16.56,0.1412,0.2432,-0.021246,0.037116,-0.018289,0.024341
5.5,-0.015964,-0.030458,-0.259,0.674,1.607,-0.2609,0.6721,1.605,-3.132,-3.29,-3.448,0.3519,0.1937,0.035569,-2.239,-0.5194,-2.24,-0.5214,-4.57,7.836,2.429,19.26,-0.8415,-5.267,-0.012645,-0.077361,1.578,21.48,0.023712,0.3155,-0.015073,0.032876,-0.013457,0.020772
5.75,-0.021849,-0.026194,1.266,1.213,1.16,1.266,1.213,1.16,-5.532,-3.986,-2.441,1.865,3.411,4.957,-1.913,0.2448,-1.915,0.2483,-11.63,-0.1348,-13.56,17.46,-11.31,-16.48,-0.17,-0.242,-4.3,23.25,-0.064602,0.3414,-0.010759,0.025769,-0.0072746,0.013717
6.0,-0.026784,-0.021957,2.122,1.174,0.2266,2.123,1.175,0.2278,-8.199,-3.394,1.412,0.3209,5.126,9.932,-1.626,0.9975,-1.628,1.003,-11.54,-5.316,-15.01,14.21,-14.22,-17.77,-0.2137,-0.2611,-5.419,23.95,-0.081413,0.3517,-0.01126,0.021898,-0.0018049,0.006603
6.25,-0.031068,-0.011572,2.147,0.5133,-1.12,2.148,0.5147,-1.119,-10.15,-2.603,4.945,-3.668,3.88,11.43,-0.9012,1.452,-0.8973,1.453,-10.93,-4.666,-1.96,7.874,-13.99,-9.985,-0.2103,-0.1467,-2.526,19.79,-0.037958,0.2906,-0.0085424,0.015247,0.00071921,0.0031857
6.5,-0.035654,0.0033889,1.811,-0.3373,-2.485,1.812,-0.3363,-2.484,-9.28,-1.968,5.344,-5.984,1.327,8.639,0.1386,1.347,0.1458,1.343,-7.219,1.629,5.638,5.099,-10.26,-4.277,-0.1542,-0.062821,3.822,14.37,0.057419,0.2111,-0.00036231,0.0065282,-0.0032111,0.0073628
6.75,-0.041437,0.017412,1.274,-1.068,-3.409,1.275,-1.067,-3.409,-5.071,-0.9007,3.27,-4.727,-0.557,3.613,0.9567,0.9537,0.9584,0.9496,-7.895,8.348,-3.351,5.701,-10.19,-8.428,-0.1531,-0.1238,10.26,8.405,0.1542,0.1234,0.0055914,-0.00012176,-0.010444,0.012942
7.0,-0.048961,0.027242,0.1475,-1.662,-3.471,0.1478,-1.661,-3.47,-0.256,0.8064,1.869,-2.625,-1.562,-0.5001,1.172,0.1694,1.169,0.1668,-5.209,12.02,-8.528,5.124,-6.307,-8.04,-0.094775,-0.1181,15.17,1.309,0.2279,0.019218,0.0047311,0.00039118,-0.019976,0.023727
7.25,-0.058752,0.03393,-1.509,-2.071,-2.634,-1.509,-2.071,-2.634,2.408,2.587,2.765,-2.122,-1.943,-1.765,1.22,-0.7659,1.222,-0.7647,-12.83,8.828,-9.693,-4.118,-11.56,-7.592,-0.1738,-0.1115,14.75,-10.55,0.2216,-0.155,0.002275,0.0024228,-0.027783,0.032948
7.5,-0.07138,0.040387,-2.921,-2.087,-1.254,-2.921,-2.088,-1.254,0.7946,2.359,3.923,-4.209,-2.645,-1.081,1.375,-1.809,1.377,-1.803,-8.434,4.858,-4.314,-14.24,-9.986,-2.976,-0.1501,-0.043719,13.1,-20.88,0.1969,-0.3067,0.0021665,0.0023892,-0.037913,0.040238
7.75,-0.086955,0.045317,-3.339,-1.74,-0.1407,-3.34,-1.741,-0.1416,-2.899,0.1626,3.224,-6.78,-3.718,-0.6565,1.566,-2.486,1.572,-2.483,-6.62,0.5692,5.987,-11.47,-12.18,4.808,-0.183,0.070621,10.58,-20.35,0.159,-0.2988,0.0036122,0.0006226,-0.043367,0.046531
8.0,-0.1046,0.043426,-2.246,-0.8237,0.5987,-2.247,-0.8245,0.5979,-6.096,-2.935,0.2264,-6.164,-3.002,0.159,1.779,-2.387,1.78,-2.388,-2.335,-0.5272,8.034,-3.795,-12.82,8.726,-0.1927,0.1282,8.162,-13.79,0.1226,-0.2025,0.006699,-0.0033237,-0.039432,0.04665
8.25,-0.1224,0.032185,-0.2351,0.295,0.8251,-0.2351,0.295,0.8251,-6.349,-4.592,-2.835,-1.674,0.083101,1.84,1.573,-2.202,1.57,-2.206,7.513,-4.59,8.41,-9.934,-5.012,14.14,-0.075307,0.2076,0.2598,-16.48,0.0039039,-0.2421,0.0065783,-0.0031072,-0.03251,0.041702
8.5,-0.1378,0.016283,1.417,0.694,-0.02877,1.417,0.6947,-0.028069,-1.469,-3.256,-5.044,4.393,2.606,0.8182,1.374,-2.074,1.371,-2.081,4.044,-10.38,6.226,-16.78,-2.109,15.52,-0.031684,0.2279,-9.385,-20.99,-0.141,-0.3082,0.0093008,-0.00096665,-0.029111,0.035914
8.75,-0.1495,0.0021504,2.256,0.2296,-1.797,2.257,0.2305,-1.796,5.162,-0.7807,-6.724,7.969,2.026,-3.917,1.348,-1.602,1.343,-1.606,-3.576,-10.91,-0.1587,-6.388,-0.7296,9.8,-0.010964,0.1439,-12.6,-13.84,-0.1894,-0.2032,0.01438,-0.0022727,-0.025548,0.031366
9.0,-0.1571,-0.009789,2.716,-0.3184,-3.353,2.717,-0.3173,-3.352,7.297,0.2048,-6.887,6.611,-0.4814,-7.573,1.359,-0.6915,1.351,-0.6877,-4.24,-9.215,0.1165,4.442,3.364,5.751,0.050557,0.084467,-13.16,-5.096,-0.1977,-0.074846,0.020005,-0.0051301,-0.015522,0.022719
9.25,-0.1606,-0.024028,3.059,-0.2741,-3.607,3.06,-0.2732,-3.606,3.515,-0.7062,-4.927,2.18,-2.041,-6.262,1.077,0.1481,1.072,0.1522,10.57,-7.974,4.06,1.007,15.09,4.018,0.2267,0.059017,-13.93,-3.821,-0.2093,-0.056113,0.022511,-0.0054409,-0.0051282,0.011193
9.5,-0.1596,-0.0431,2.66,0.026848,-2.607,2.66,0.026871,-2.607,-0.67,-1.147,-1.624,-1.49,-1.967,-2.443,0.425,0.4805,0.4281,0.481,17.53,-8.453,3.363,-6.842,18.72,-1.207,0.2813,-0.017729,-14.39,-4.692,-0.2162,-0.068905,0.01493,2.0077e-05,0.00051021,0.0046136
9.75,-0.1543,-0.06412,1.268,0.073641,-1.12,1.267,0.072741,-1.121,-1.071,0.092238,1.255,-2.684,-1.521,-0.3578,-0.4175,0.6602,-0.4064,0.664,16.88,-13.47,-3.88,-7.188,17.79,-9.677,0.2674,-0.1421,-16.54,-2.573,-0.2486,-0.037783,0.0016319,0.00782,0.0050592,-0.000588
10.0,-0.1457,-0.082233,-0.4915,-0.059751,0.372,-0.4927,-0.060893,0.3709,1.452,1.43,1.408,-1.79,-1.812,-1.834,-1.207,1.255,-1.198,1.263,7.604,-16.18,-9.168,-2.905,12.31,-15.43,0.1849,-0.2266,-18.42,0.144,-0.2767,0.0021142,-0.011245,0.014217,0.015138,-0.012074
10.25,-0.1353,-0.09692,-1.706,0.082085,1.87,-1.707,0.08125,1.869,3.19,0.7617,-1.667,-0.1909,-2.619,-5.047,-1.544,1.836,-1.54,1.844,4.315,-10.63,-9.75,5.634,11.27,-15.6,0.1693,-0.2291,-16.24,5.671,-0.244,0.083283,-0.015771,0.017263,0.026378,-0.025064
10.5,-0.1242,-0.1131,-1.903,0.6769,3.257,-1.903,0.6765,3.256,2.354,-1.387,-5.128,1.238,-2.502,-6.243,-1.651,2.471,-1.654,2.472,2.152,-5.007,-7.113,9.415,9.074,-12.71,0.1364,-0.1867,-15.51,9.307,-0.2331,0.1367,-0.016587,0.018974,0.038675,-0.039582
10.75,-0.1125,-0.1349,-1.182,1.475,4.131,-1.182,1.475,4.131,-0.312,-3.202,-6.091,2.031,-0.8583,-3.748,-1.426,2.559,-1.434,2.551,1.764,5.481,-1.557,7.411,6.717,-7.128,0.1009,-0.1047,-8.878,11.6,-0.1334,0.1703,-0.014161,0.016856,0.046639,-0.047848
11.0,-0.099441,-0.1601,-0.3682,1.863,4.095,-0.3679,1.864,4.096,-2.153,-2.309,-2.465,1.719,1.563,1.408,-1.184,2.227,-1.192,2.218,1.043,9.195,2.423,5.05,3.629,-2.514,0.054525,-0.036933,-1.87,13.5,-0.028089,0.1982,-0.0091317,0.01633,0.05072,-0.048694
11.25,-0.084945,-0.1794,-0.030231,1.678,3.385,-0.029974,1.678,3.386,-2.159,0.8125,3.784,0.3949,3.366,6.338,-0.8377,2.064,-0.8419,2.058,-10.53,1.671,-0.5774,-0.1556,-9.064,-4.198,-0.1362,-0.061656,-0.062613,9.81,-0.00094073,0.1441,-0.0027349,0.012233,0.054547,-0.046479
11.5,-0.069283,-0.1837,0.078865,1.348,2.616,0.078998,1.348,2.617,-2.707,2.153,7.013,-2.115,2.745,7.605,-0.3319,1.861,-0.3321,1.857,-11.93,-3.085,-1.869,-2.347,-14.88,-3.551,-0.2237,-0.052155,2.639,4.599,0.039648,0.067547,0.0025635,0.0046482,0.056609,-0.04422
11.75,-0.052895,-0.1756,0.338,1.206,2.074,0.3381,1.206,2.074,-4.544,0.00014864,4.544,-4.751,-0.2068,4.338,0.2197,1.467,0.2242,1.464,-16.61,5.114,-3.132,1.896,-24.32,-4.107,-0.3654,-0.060332,10.87,2.62,0.1633,0.038478,0.0068551,-0.0033751,0.059104,-0.04233
12.0,-0.035972,-0.169,0.9239,1.264,1.604,0.9238,1.264,1.603,-7.174,-3.667,-0.1611,-6.822,-3.316,0.1903,0.9225,0.6904,0.9269,0.6944,-13.01,16.36,-2.434,4.128,-26.55,-2.41,-0.399,-0.035394,18.06,-0.4936,0.2714,-0.0072485,0.014159,-0.0099203,0.05127,-0.034495
12.25,-0.018505,-0.1767,1.674,1.148,0.6226,1.674,1.148,0.6222,-8.081,-5.063,-2.046,-7.598,-4.58,-1.562,1.978,-0.2579,1.982,-0.2482,-14.32,17.61,-1.434,-0.9892,-29.66,-1.021,-0.4457,-0.014998,17.58,-7.539,0.2642,-0.1107,0.0253,-0.017676,0.031989,-0.02087
12.5,-0.00059567,-0.1991,2.057,0.7602,-0.5367,2.057,0.76,-0.5369,-6.366,-3.3,-0.2332,-6.887,-3.821,-0.7544,2.91,-1.347,2.913,-1.338,-12.86,10.82,0.2581,-7.911,-26.64,1.559,-0.4003,0.022904,13.32,-14.18,0.2001,-0.2083,0.03451,-0.027342,0.010476,-0.0054777
12.75,0.017279,-0.2266,1.621,0.3238,-0.9735,1.621,0.3239,-0.9734,-2.848,-0.221,2.406,-4.683,-2.056,0.571,3.406,-2.132,3.407,-2.129,-10.86,3.724,3.634,-9.944,-20.77,6.332,-0.312,0.093011,9.749,-15.74,0.1465,-0.2312,0.041437,-0.034555,-0.0032762,0.0060158
13.0,0.034301,-0.2483,0.7289,0.1858,-0.3573,0.7291,0.1861,-0.357,0.5855,1.765,2.945,-1.352,-0.1722,1.008,3.302,-2.532,3.296,-2.533,-5.111,2.23,3.843,-7.364,-11.96,9.47,-0.1797,0.1391,9.001,-13.13,0.1352,-0.1928,0.044326,-0.036485,-0.012072,0.012633
13.25,0.049741,-0.2596,-0.2554,0.2901,0.8356,-0.2552,0.2904,0.8359,2.797,2.074,1.351,1.684,0.9611,0.2382,2.451,-2.557,2.442,-2.563,5.192,2.114,0.688,-2.03,-0.2752,9.285,-0.004136,0.1364,7.01,-8.415,0.1053,-0.1236,0.040303,-0.028825,-0.014423,0.016972
13.5,0.063077,-0.2625,-1.109,0.3011,1.711,-1.109,0.3013,1.711,3.899,1.747,-0.4064,3.052,0.8996,-1.253,1.245,-2.243,1.239,-2.251,9.495,2.831,1.352,2.377,7.226,8.597,0.1086,0.1263,4.173,-3.749,0.062692,-0.055059,0.02927,-0.016283,-0.0114,0.019404
13.75,0.073851,-0.2614,-1.539,0.1104,1.759,-1.538,0.1107,1.76,3.875,1.544,-0.788,2.433,0.1011,-2.231,0.1694,-1.694,0.1691,-1.701,8.468,-4.255,-3.237,0.6068,9.501,0.3374,0.1428,0.0049558,-5.378,-3.738,-0.080795,-0.054894,0.017803,-0.0047302,-0.0066211,0.018817
14.0,0.081751,-0.2601,-1.222,-0.1457,0.9309,-1.222,-0.1455,0.9311,2.149,0.5584,-1.033,0.058742,-1.532,-3.123,-0.6671,-0.7156,-0.6648,-0.7179,5.964,-12.19,-3.077,-3.424,9.517,-5.968,0.143,-0.087658,-16.29,-5.05,-0.2448,-0.07417,0.0099361,0.0027234,-0.0013407,0.01111
14.25,0.086958,-0.2636,0.08137,-0.212,-0.5055,0.081298,-0.2121,-0.5055,-0.5239,-1.67,-2.817,-2.122,-3.269,-4.415,-1.131,0.3037,-1.126,0.3068,12.7,-16.24,3.581,-4.282,15.72,-4.694,0.2362,-0.06895,-24.28,-4.381,-0.3649,-0.064337,0.0083289,0.0058473,0.0023045,0.0032878
14.5,0.090482,-0.2776,2.067,-0.022635,-2.112,2.067,-0.022817,-2.112,-1.312,-3.693,-6.075,-1.134,-3.516,-5.897,-1.421,1.357,-1.414,1.364,12.38,-17.7,1.455,-3.217,15.02,-6.964,0.2257,-0.1023,-30.06,-2.956,-0.4517,-0.043419,0.0082598,0.0082973,0.0076956,-0.0043456
14.75,0.094021,-0.3035,4.213,0.241,-3.731,4.213,0.241,-3.731,0.4349,-4.248,-8.931,2.527,-2.156,-6.839,-1.695,2.551,-1.686,2.558,15.42,-15.2,1.808,-0.7283,18.56,-3.045,0.2788,-0.044729,-31.04,-0.4086,-0.4663,-0.006001,0.0058586,0.011736,0.01999,-0.011365
15.0,0.099459,-0.3371,5.543,0.3246,-4.894,5.543,0.3243,-4.894,4.166,-2.588,-9.341,6.913,0.1594,-6.594,-1.852,3.448,-1.847,3.451,9.613,-14.27,-0.7195,1.754,15.74,-0.9649,0.2366,-0.014172,-29.72,1.627,-0.4465,0.023889,0.0018652,0.01489,0.030423,-0.021366
15.25,0.108,-0.3695,5.157,0.2932,-4.57,5.155,0.2918,-4.572,7.222,-0.067226,-7.356,9.798,2.51,-4.779,-1.541,3.869,-1.546,3.868,13.71,-10.89,16.01,4.31,22.38,17.31,0.3364,0.2542,-23.58,4.691,-0.3542,0.068898,0.0013225,0.01534,0.039816,-0.030581
15.5,0.1195,-0.3916,3.214,0.4602,-2.293,3.211,0.4573,-2.296,9.323,2.341,-4.642,12.56,5.577,-1.406,-0.8463,3.816,-0.852,3.809,11.9,-6.714,18.9,5.034,20.79,24.31,0.3125,0.357,-15.53,7.195,-0.2333,0.1057,0.0063903,0.0081593,0.047531,-0.037736
15.75,0.1326,-0.3957,0.5732,0.8138,1.054,0.57,0.8106,1.051,9.847,3.667,-2.514,14.57,8.388,2.207,0.09013,3.207,0.082879,3.194,12.64,1.338,28.63,1.836,20.02,37.1,0.3009,0.545,-4.621,6.661,-0.06943,0.097823,0.014736,-0.0058915,0.051847,-0.039471
16.0,0.1455,-0.3784,-1.844,1.071,3.986,-1.846,1.069,3.984,9.808,4.187,-1.435,15.38,9.756,4.134,1.251,2.13,1.244,2.119,8.839,7.848,23.21,-0.066265,12.23,36.69,0.1838,0.5389,5.38,4.502,0.080835,0.06612,0.024877,-0.025568,0.050581,-0.035078
16.25,0.1565,-0.3419,-3.53,0.8774,5.285,-3.531,0.877,5.285,8.794,4.066,-0.6623,12.7,7.973,3.245,2.292,1.179,2.288,1.175,0.6952,8.542,5.417,-2.292,-1.332,22.3,-0.020012,0.3275,10.4,-1.486,0.1563,-0.021822,0.030365,-0.029873,0.047693,-0.030627
16.5,0.1642,-0.2953,-4.376,0.1485,4.673,-4.375,0.1501,4.675,5.316,2.712,0.1087,4.58,1.976,-0.6272,2.802,0.3434,2.799,0.3466,-5.906,7.221,-1.688,-5.101,-12.71,10.01,-0.191,0.147,12.11,-9.902,0.1819,-0.1454,0.029698,-0.028255,0.043659,-0.025985
16.75,0.1682,-0.2548,-4.23,-0.5839,3.062,-4.226,-0.5802,3.065,-0.2178,0.029512,0.2769,-5.862,-5.615,-5.367,3.001,-0.3706,3.0,-0.3603,-11.8,11.46,-4.348,-1.477,-22.55,-2.973,-0.3389,-0.043671,16.37,-11.46,0.246,-0.1682,0.028678,-0.025874,0.042057,-0.024169
17.0,0.1692,-0.2369,-3.463,-0.6527,2.157,-3.458,-0.6479,2.162,-5.937,-2.51,0.9159,-13.37,-9.943,-6.516,2.382,-1.033,2.382,-1.016,-12.88,16.24,-5.373,-0.6339,-26.41,-13.0,-0.3969,-0.1909,19.31,-10.36,0.2901,-0.1522,0.027301,-0.014561,0.038344,-0.02095
17.25,0.1686,-0.2462,-2.836,-0.039067,2.758,-2.832,-0.034766,2.762,-8.496,-2.77,2.956,-14.37,-8.644,-2.918,1.076,-1.702,1.078,-1.683,-3.516,17.15,-9.547,-2.505,-18.77,-18.43,-0.2821,-0.2707,19.41,-6.813,0.2916,-0.1001,0.021269,-0.0046005,0.029341,-0.014634
17.5,0.168,-0.2706,-2.591,0.5403,3.672,-2.588,0.5435,3.675,-5.151,0.6586,6.468,-9.274,-3.465,2.345,-0.7242,-2.284,-0.7197,-2.274,-1.395,14.4,-13.71,-1.465,-11.18,-19.35,-0.1681,-0.2843,18.25,0.6197,0.2741,0.0091007,0.0082009,0.0073407,0.016251,-0.0067347
17.75,0.1681,-0.2882,-2.312,0.6777,3.668,-2.311,0.6794,3.67,1.741,5.705,9.67,-2.037,1.928,5.893,-2.338,-2.394,-2.325,-2.399,-2.987,11.77,-19.16,10.47,-3.128,-20.17,-0.047008,-0.2963,18.19,15.69,0.2733,0.2304,-0.0042024,0.018823,0.006258,-0.00087842
18.0,0.1686,-0.2813,-1.576,0.6164,2.809,-1.577,0.6161,2.809,6.32,8.886,11.45,2.853,5.419,7.985,-3.357,-1.832,-3.347,-1.842,-1.09,12.72,-12.82,24.06,7.452,-13.3,0.112,-0.1953,19.19,31.76,0.2883,0.4664,-0.012035,0.028262,0.0047569,-0.00096132
18.25,0.1689,-0.2442,-0.2829,0.7609,1.805,-0.2854,0.7584,1.802,5.363,8.424,11.48,4.078,7.139,10.2,-3.875,-1.023,-3.867,-1.033,-1.312,11.01,-11.67,30.01,10.33,-14.02,0.1552,-0.2059,15.1,41.56,0.2269,0.6103,-0.015116,0.031096,0.0048333,-0.00029547
