Distance,Curvature,Vertical offset,Cross level offset
62.25,0.0,0.0,0.0
62.5,0.0,0.0,0.0
62.75,0.0,0.0,0.0
63.0,0.0,0.0,0.0
63.25,0.0,0.0,0.0
63.5,0.0,0.0,0.0
63.75,0.0,0.0,0.0
64.0,0.0,0.0,0.0
64.25,0.0,0.0,0.0
64.5,0.0,0.0,0.0
64.75,0.0,0.0,0.0
65.0,0.0,0.0,0.0
65.25,0.0,0.0,0.0
65.5,0.0,0.0,0.0
65.75,0.0,0.0,0.0
66.0,0.0,0.0,0.0
66.25,0.0,0.0,0.0
66.5,0.0,0.0,0.0
66.75,0.0,0.0,0.0
67.0,0.0,0.0,0.0
67.25,0.0,0.0,0.0
67.5,0.0,0.0,0.0
67.75,0.0,0.0,0.0
68.0,0.0,0.0,0.0
68.25,0.0,0.0,0.0
68.5,0.0,0.0,0.0
68.75,0.0,0.0,0.0
69.0,0.0,0.0,0.0
69.25,0.0,0.0,0.0
69.5,0.0,0.0,0.0
69.75,0.0,0.0,0.0
70.0,0.0,0.0,0.0
70.25,0.0,0.0,0.0
70.5,0.0,0.0,0.0
70.75,0.0,0.0,0.0
71.0,0.0,0.0,0.0
71.25,0.0,0.0,0.0
71.5,0.0,0.0,0.0
71.75,0.0,0.0,0.0
72.0,0.0,0.0,0.0
72.25,0.0,0.0,0.0
72.5,0.0,0.0,0.0
72.75,0.0,0.0,0.0
73.0,0.0,0.0,0.0
73.25,0.0,0.0,0.0
73.5,0.0,0.0,0.0
73.75,0.0,0.0,0.0
74.0,0.0,0.0,0.0
74.25,0.0,0.0,0.0
74.5,0.0,0.0,0.0
74.75,0.0,0.0,0.0
75.0,0.0,0.0,0.0
75.25,0.0,0.0,0.0
75.5,0.0,0.0,0.0
75.75,0.0,0.0,0.0
76.0,0.0,0.0,0.0
76.25,0.0,0.0,0.0
76.5,0.0,0.0,0.0
76.75,0.0,0.0,0.0
77.0,0.0,0.0,0.0
77.25,0.0,0.0,0.0
77.5,0.0,0.0,0.0
77.75,0.0,0.0,0.0
78.0,0.0,0.0,0.0
78.25,0.0,0.0,0.0
78.5,0.0,0.0,0.0
78.75,0.0,0.0,0.0
79.0,0.0,0.0,0.0
79.25,0.0,0.0,0.0
79.5,0.0,0.0,0.0
79.75,0.0,0.0,0.0
80.0,0.0,0.0,0.0
80.25,0.0,0.0,0.0
80.5,0.0,0.0,0.0
80.75,0.0,0.0,0.0
81.0,0.0,0.0,0.0
81.25,0.0,0.0,0.0
81.5,0.0,0.0,0.0
81.75,0.0,0.0,0.0
82.0,0.0,0.0,0.0
82.25,0.0,0.0,0.0
82.5,0.0,0.0,0.0
82.75,0.0,0.0,0.0
83.0,0.0,0.0,0.0
83.25,0.0,0.0,0.0
83.5,0.0,0.0,0.0
83.75,0.0,0.0,0.0
84.0,0.0,0.0,0.0
84.25,0.0,0.0,0.0
84.5,0.0,0.0,0.0
84.75,0.0,0.0,0.0
85.0,0.0,0.0,0.0
85.25,0.0,0.0,0.0
85.5,0.0,0.0,0.0
85.75,0.0,0.0,0.0
86.0,0.0,0.0,0.0
86.25,0.0,0.0,0.0
86.5,0.0,0.0,0.0
86.75,0.0,0.0,0.0
87.0,0.0,0.0,0.0
87.25,0.0,0.0,0.0
87.5,0.0,0.0,0.0
87.75,0.0,0.0,0.0
88.0,0.0,0.0,0.0
88.25,0.0,0.0,0.0
88.5,0.0,0.0,0.0
88.75,0.0,0.0,0.0
89.0,0.0,0.0,0.0
89.25,0.0,0.0,0.0
89.5,0.0,0.0,0.0
89.75,0.0,0.0,0.0
90.0,0.0,0.0,0.0
90.25,0.0,0.0,0.0
90.5,0.0,0.0,0.0
90.75,0.0,0.0,0.0
91.0,0.0,0.0,0.0
91.25,0.0,0.0,0.0
91.5,0.0,0.0,0.0
91.75,0.0,0.0,0.0
92.0,0.0,0.0,0.0
92.25,0.0,0.0,0.0
92.5,0.0,0.0,0.0
92.75,0.0,0.0,0.0
93.0,0.0,0.0,0.0
93.25,0.0,0.0,0.0
93.5,0.0,0.0,0.0
93.75,0.0,0.0,0.0
94.0,0.0,0.0,0.0
94.25,0.0,0.0,0.0
94.5,0.0,0.0,0.0
94.75,0.0,0.0,0.0
95.0,0.0,0.0,0.0
95.25,0.0,0.0,0.0
95.5,0.0,0.0,0.0
95.75,0.0,0.0,0.0
96.0,0.0,0.0,0.0
96.25,0.0,0.0,0.0
96.5,0.0,0.0,0.0
96.75,0.0,0.0,0.0
97.0,0.0,0.0,0.0
97.25,0.0,0.0,0.0
97.5,0.0,0.0,0.0
97.75,0.0,0.0,0.0
98.0,0.0,0.0,0.0
98.25,0.0,0.0,0.0
98.5,0.0,0.0,0.0
98.75,0.0,0.0,0.0
99.0,0.0,0.0,0.0
99.25,0.0,0.0,0.0
99.5,0.0,0.0,0.0
99.75,0.0,0.0,0.0
100.0,0.0,0.0,0.0
100.25,0.0,0.0,0.0
100.5,0.0,0.0,0.0
100.75,0.0,0.0,0.0
101.0,0.0,0.0,0.0
101.25,0.0,0.0,0.0
101.5,0.0,0.0,0.0
101.75,0.0,0.0,0.0
102.0,0.0,0.0,0.0
102.25,0.0,0.0,0.0
102.5,0.0,0.0,0.0
102.75,0.0,0.0,0.0
103.0,0.0,0.0,0.0
103.25,0.0,0.0,0.0
103.5,0.0,0.0,0.0
103.75,0.0,0.0,0.0
104.0,0.0,0.0,0.0
104.25,0.0,0.0,0.0
104.5,0.0,0.0,0.0
104.75,0.0,0.0,0.0
105.0,0.0,0.0,0.0
105.25,0.0,0.0,0.0
105.5,0.0,0.0,0.0
105.75,0.0,0.0,0.0
106.0,0.0,0.0,0.0
106.25,0.0,0.0,0.0
106.5,0.0,0.0,0.0
106.75,0.0,0.0,0.0
107.0,0.0,0.0,0.0
107.25,0.0,0.0,0.0
107.5,0.0,0.0,0.0
107.75,0.0,0.0,0.0
108.0,0.0,0.0,0.0
108.25,0.0,0.0,0.0
108.5,0.0,0.0,0.0
108.75,0.0,0.0,0.0
109.0,0.0,0.0,0.0
109.25,0.0,0.0,0.0
109.5,0.0,0.0,0.0
109.75,0.0,0.0,0.0
110.0,0.0,0.0,0.0
110.25,0.0,0.0,0.0
110.5,0.0,0.0,0.0
110.75,0.0,0.0,0.0
111.0,0.0,0.0,0.0
111.25,0.0,0.0,0.0
111.5,0.0,0.0,0.0
111.75,0.0,0.0,0.0
112.0,0.0,0.0,0.0
112.25,0.0,0.0,0.0
112.5,0.0,0.0,0.0
112.75,0.0,0.0,0.0
113.0,0.0,0.0,0.0
113.25,0.0,0.0,0.0
113.5,0.0,0.0,0.0
113.75,0.0,0.0,0.0
114.0,0.0,0.0,0.0
114.25,0.0,0.0,0.0
114.5,0.0,0.0,0.0
114.75,0.0,0.0,0.0
115.0,0.0,0.0,0.0
115.25,0.0,0.0,0.0
115.5,0.0,0.0,0.0
115.75,0.0,0.0,0.0
116.0,0.0,0.0,0.0
116.25,0.0,0.0,0.0
116.5,0.0,0.0,0.0
116.75,0.0,0.0,0.0
117.0,0.0,0.0,0.0
117.25,0.0,0.0,0.0
117.5,0.0,0.0,0.0
117.75,0.0,0.0,0.0
118.0,0.0,0.0,0.0
118.25,0.0,0.0,0.0
118.5,0.0,0.0,0.0
118.75,0.0,0.0,0.0
119.0,0.0,0.0,0.0
119.25,0.0,0.0,0.0
119.5,0.0,0.0,0.0
119.75,0.0,0.0,0.0
120.0,0.0,0.0,0.0
120.25,0.0,0.0,0.0
120.5,0.0,0.0,0.0
120.75,0.0,0.0,0.0
121.0,0.0,0.0,0.0
121.25,0.0,0.0,0.0
121.5,0.0,0.0,0.0
121.75,0.0,0.0,0.0
122.0,0.0,0.0,0.0
122.25,0.0,0.0,0.0
122.5,0.0,0.0,0.0
122.75,0.0,0.0,0.0
123.0,0.0,0.0,0.0
123.25,0.0,0.0,0.0
123.5,0.0,0.0,0.0
123.75,0.0,0.0,0.0
124.0,0.0,0.0,0.0
124.25,0.0,0.0,0.0
124.5,0.0,0.0,0.0
124.75,0.0,0.0,0.0
125.0,0.0,0.0,0.0
125.25,0.0,0.0,0.0
125.5,0.0,0.0,0.0
125.75,0.0,0.0,0.0
126.0,0.0,0.0,0.0
126.25,0.0,0.0,0.0
126.5,0.0,0.0,0.0
126.75,0.0,0.0,0.0
127.0,0.0,0.0,0.0
127.25,0.0,0.0,0.0
127.5,0.0,0.0,0.0
127.75,0.0,0.0,0.0
128.0,0.0,0.0,0.0
128.25,0.0,0.0,0.0
128.5,0.0,0.0,0.0
128.75,0.0,0.0,0.0
129.0,0.0,0.0,0.0
129.25,0.0,0.0,0.0
129.5,0.0,0.0,0.0
129.75,0.0,0.0,0.0
130.0,0.0,0.0,0.0
130.25,0.0,0.0,0.0
130.5,0.0,0.0,0.0
130.75,0.0,0.0,0.0
131.0,0.0,0.0,0.0
131.25,0.0,0.0,0.0
131.5,0.0,0.0,0.0
131.75,0.0,0.0,0.0
132.0,0.0,0.0,0.0
132.25,0.0,0.0,0.0
132.5,0.0,0.0,0.0
132.75,0.0,0.0,0.0
133.0,0.0,0.0,0.0
133.25,0.0,0.0,0.0
133.5,0.0,0.0,0.0
133.75,0.0,0.0,0.0
134.0,0.0,0.0,0.0
134.25,0.0,0.0,0.0
134.5,0.0,0.0,0.0
134.75,0.0,0.0,0.0
135.0,0.0,0.0,0.0
135.25,0.0,0.0,0.0
135.5,0.0,0.0,0.0
135.75,0.0,0.0,0.0
136.0,0.0,0.0,0.0
136.25,0.0,0.0,0.0
136.5,0.0,0.0,0.0
136.75,0.0,0.0,0.0
137.0,0.0,0.0,0.0
137.25,0.0,0.0,0.0
137.5,0.0,0.0,0.0
137.75,0.0,0.0,0.0
138.0,0.0,0.0,0.0
138.25,0.0,0.0,0.0
138.5,0.0,0.0,0.0
138.75,0.0,0.0,0.0
139.0,0.0,0.0,0.0
139.25,0.0,0.0,0.0
139.5,0.0,0.0,0.0
139.75,0.0,0.0,0.0
140.0,0.0,0.0,0.0
140.25,0.0,0.0,0.0
140.5,0.0,0.0,0.0
140.75,0.0,0.0,0.0
141.0,0.0,0.0,0.0
141.25,0.0,0.0,0.0
141.5,0.0,0.0,0.0
141.75,0.0,0.0,0.0
142.0,0.0,0.0,0.0
142.25,0.0,0.0,0.0
142.5,0.0,0.0,0.0
142.75,0.0,0.0,0.0
143.0,0.0,0.0,0.0
143.25,0.0,0.0,0.0
143.5,0.0,0.0,0.0
143.75,0.0,0.0,0.0
144.0,0.0,0.0,0.0
144.25,0.0,0.0,0.0
144.5,0.0,0.0,0.0
144.75,0.0,0.0,0.0
145.0,0.0,0.0,0.0
145.25,0.0,0.0,0.0
145.5,0.0,0.0,0.0
145.75,0.0,0.0,0.0
146.0,0.0,0.0,0.0
146.25,0.0,0.0,0.0
146.5,0.0,0.0,0.0
146.75,0.0,0.0,0.0
147.0,0.0,0.0,0.0
147.25,0.0,0.0,0.0
147.5,0.0,0.0,0.0
147.75,0.0,0.0,0.0
148.0,0.0,0.0,0.0
148.25,0.0,0.0,0.0
148.5,0.0,0.0,0.0
148.75,0.0,0.0,0.0
149.0,0.0,0.0,0.0
149.25,0.0,0.0,0.0
149.5,0.0,0.0,0.0
149.75,0.0,0.0,0.0
150.0,0.0,0.0,0.0
150.25,0.0,0.0,0.0
150.5,0.0,0.0,0.0
150.75,0.0,0.0,0.0
151.0,0.0,0.0,0.0
151.25,0.0,0.0,0.0
151.5,0.0,0.0,0.0
151.75,0.0,0.0,0.0
152.0,0.0,0.0,0.0
152.25,0.0,0.0,0.0
152.5,0.0,0.0,0.0
152.75,0.0,0.0,0.0
153.0,0.0,0.0,0.0
153.25,0.0,0.0,0.0
153.5,0.0,0.0,0.0
153.75,0.0,0.0,0.0
154.0,0.0,0.0,0.0
154.25,0.0,0.0,0.0
154.5,0.0,0.0,0.0
154.75,0.0,0.0,0.0
155.0,0.0,0.0,0.0
155.25,0.0,0.0,0.0
155.5,0.0,0.0,0.0
155.75,0.0,0.0,0.0
156.0,0.0,0.0,0.0
156.25,0.0,0.0,0.0
156.5,0.0,0.0,0.0
156.75,0.0,0.0,0.0
157.0,0.0,0.0,0.0
157.25,0.0,0.0,0.0
157.5,0.0,0.0,0.0
157.75,0.0,0.0,0.0
158.0,0.0,0.0,0.0
158.25,0.0,0.0,0.0
158.5,0.0,0.0,0.0
158.75,0.0,0.0,0.0
159.0,0.0,0.0,0.0
159.25,0.0,0.0,0.0
159.5,0.0,0.0,0.0
159.75,0.0,0.0,0.0
160.0,0.0,0.0,0.0
160.25,0.0,0.0,0.0
160.5,0.0,0.0,0.0
160.75,0.0,0.0,0.0
161.0,0.0,0.0,0.0
161.25,0.0,0.0,0.0
161.5,0.0,0.0,0.0
161.75,0.0,0.0,0.0
162.0,0.0,0.0,0.0
162.25,0.0,0.0,0.0
162.5,0.0,0.0,0.0
162.75,0.0,0.0,0.0
163.0,0.0,0.0,0.0
163.25,0.0,0.0,0.0
163.5,0.0,0.0,0.0
163.75,0.0,0.0,0.0
164.0,0.0,0.0,0.0
164.25,0.0,0.0,0.0
164.5,0.0,0.0,0.0
164.75,0.0,0.0,0.0
165.0,0.0,0.0,0.0
165.25,0.0,0.0,0.0
165.5,0.0,0.0,0.0
165.75,0.0,0.0,0.0
166.0,0.0,0.0,0.0
166.25,0.0,0.0,0.0
166.5,0.0,0.0,0.0
166.75,0.0,0.0,0.0
167.0,0.0,0.0,0.0
167.25,0.0,0.0,0.0
167.5,0.0,0.0,0.0
167.75,0.0,0.0,0.0
168.0,0.0,0.0,0.0
168.25,0.0,0.0,0.0
168.5,0.0,0.0,0.0
168.75,0.0,0.0,0.0
169.0,0.0,0.0,0.0
169.25,0.0,0.0,0.0
169.5,0.0,0.0,0.0
169.75,0.0,0.0,0.0
170.0,0.0,0.0,0.0
170.25,0.0,0.0,0.0
170.5,0.0,0.0,0.0
170.75,0.0,0.0,0.0
171.0,0.0,0.0,0.0
171.25,0.0,0.0,0.0
171.5,0.0,0.0,0.0
171.75,0.0,0.0,0.0
172.0,0.0,0.0,0.0
172.25,0.0,0.0,0.0
172.5,0.0,0.0,0.0
172.75,0.0,0.0,0.0
173.0,0.0,0.0,0.0
173.25,0.0,0.0,0.0
173.5,0.0,0.0,0.0
173.75,0.0,0.0,0.0
174.0,0.0,0.0,0.0
174.25,0.0,0.0,0.0
174.5,0.0,0.0,0.0
174.75,0.0,0.0,0.0
175.0,0.0,0.0,0.0
175.25,0.0,0.0,0.0
175.5,0.0,0.0,0.0
175.75,0.0,0.0,0.0
176.0,0.0,0.0,0.0
176.25,0.0,0.0,0.0
176.5,0.0,0.0,0.0
176.75,0.0,0.0,0.0
177.0,0.0,0.0,0.0
177.25,0.0,0.0,0.0
177.5,0.0,0.0,0.0
177.75,0.0,0.0,0.0
178.0,0.0,0.0,0.0
178.25,0.0,0.0,0.0
178.5,0.0,0.0,0.0
178.75,0.0,0.0,0.0
179.0,0.0,0.0,0.0
179.25,0.0,0.0,0.0
179.5,0.0,0.0,0.0
179.75,0.0,0.0,0.0
180.0,0.0,0.0,0.0
180.25,0.0,0.0,0.0
180.5,0.0,0.0,0.0
180.75,0.0,0.0,0.0
181.0,0.0,0.0,0.0
181.25,0.0,0.0,0.0
181.5,0.0,0.0,0.0
181.75,0.0,0.0,0.0
182.0,0.0,0.0,0.0
182.25,0.0,0.0,0.0
182.5,0.0,0.0,0.0
182.75,0.0,0.0,0.0
183.0,0.0,0.0,0.0
183.25,0.0,0.0,0.0
183.5,0.0,0.0,0.0
183.75,0.0,0.0,0.0
184.0,0.0,0.0,0.0
184.25,0.0,0.0,0.0
184.5,0.0,0.0,0.0
184.75,0.0,0.0,0.0
185.0,0.0,0.0,0.0
185.25,0.0,0.0,0.0
185.5,0.0,0.0,0.0
185.75,0.0,0.0,0.0
186.0,0.0,0.0,0.0
186.25,0.0,0.0,0.0
186.5,0.0,0.0,0.0
186.75,0.0,0.0,0.0
187.0,0.0,0.0,0.0
187.25,0.0,0.0,0.0
187.5,0.0,0.0,0.0
187.75,0.0,0.0,0.0
188.0,0.0,0.0,0.0
188.25,0.0,0.0,0.0
188.5,0.0,0.0,0.0
188.75,0.0,0.0,0.0
189.0,0.0,0.0,0.0
189.25,0.0,0.0,0.0
189.5,0.0,0.0,0.0
189.75,0.0,0.0,0.0
190.0,0.0,0.0,0.0
190.25,0.0,0.0,0.0
190.5,0.0,0.0,0.0
190.75,0.0,0.0,0.0
191.0,0.0,0.0,0.0
191.25,0.0,0.0,0.0
191.5,0.0,0.0,0.0
191.75,0.0,0.0,0.0
192.0,0.0,0.0,0.0
192.25,0.0,0.0,0.0
192.5,0.0,0.0,0.0
192.75,0.0,0.0,0.0
193.0,0.0,0.0,0.0
193.25,0.0,0.0,0.0
193.5,0.0,0.0,0.0
193.75,0.0,0.0,0.0
194.0,0.0,0.0,0.0
194.25,0.0,0.0,0.0
194.5,0.0,0.0,0.0
194.75,0.0,0.0,0.0
195.0,0.0,0.0,0.0
195.25,0.0,0.0,0.0
195.5,0.0,0.0,0.0
195.75,0.0,0.0,0.0
196.0,0.0,0.0,0.0
196.25,0.0,0.0,0.0
196.5,0.0,0.0,0.0
196.75,0.0,0.0,0.0
197.0,0.0,0.0,0.0
197.25,0.0,0.0,0.0
197.5,0.0,0.0,0.0
197.75,0.0,0.0,0.0
198.0,0.0,0.0,0.0
198.25,0.0,0.0,0.0
198.5,0.0,0.0,0.0
198.75,0.0,0.0,0.0
199.0,0.0,0.0,0.0
199.25,0.0,0.0,0.0
199.5,0.0,0.0,0.0
199.75,0.0,0.0,0.0
200.0,0.0,0.0,0.0
200.25,-5.674603174603174e-05,0.025793650793650792,-0.051587301587301584
200.5,-0.00011349206349206348,0.051587301587301584,-0.10317460317460317
200.75,-0.00017023809523809523,0.07738095238095238,-0.15476190476190477
201.0,-0.00022698412698412697,0.10317460317460317,-0.20634920634920634
201.25,-0.00028373015873015873,0.12896825396825395,-0.2579365079365079
201.5,-0.00034047619047619047,0.15476190476190477,-0.30952380952380953
201.75,-0.0003972222222222222,0.18055555555555555,-0.3611111111111111
202.0,-0.00045396825396825394,0.20634920634920634,-0.4126984126984127
202.25,-0.0005107142857142857,0.23214285714285712,-0.46428571428571425
202.5,-0.0005674603174603175,0.2579365079365079,-0.5158730158730158
202.75,-0.0006242063492063491,0.2837301587301587,-0.5674603174603174
203.0,-0.0006809523809523809,0.30952380952380953,-0.6190476190476191
203.25,-0.0007376984126984126,0.3353174603174603,-0.6706349206349206
203.5,-0.0007944444444444444,0.3611111111111111,-0.7222222222222222
203.75,-0.0008511904761904761,0.38690476190476186,-0.7738095238095237
204.0,-0.0009079365079365079,0.4126984126984127,-0.8253968253968254
204.25,-0.0009646825396825397,0.4384920634920635,-0.876984126984127
204.5,-0.0010214285714285714,0.46428571428571425,-0.9285714285714285
204.75,-0.001078174603174603,0.49007936507936506,-0.9801587301587301
205.0,-0.001134920634920635,0.5158730158730158,-1.0317460317460316
205.25,-0.0011916666666666666,0.5416666666666666,-1.0833333333333333
205.5,-0.0012484126984126983,0.5674603174603174,-1.1349206349206349
205.75,-0.00130515873015873,0.5932539682539683,-1.1865079365079365
206.0,-0.0013619047619047619,0.6190476190476191,-1.2380952380952381
206.25,-0.0014186507936507936,0.6448412698412698,-1.2896825396825395
206.5,-0.0014753968253968252,0.6706349206349206,-1.3412698412698412
206.75,-0.0015321428571428571,0.6964285714285714,-1.3928571428571428
207.0,-0.0015888888888888888,0.7222222222222222,-1.4444444444444444
207.25,-0.0016456349206349205,0.748015873015873,-1.496031746031746
207.5,-0.0017023809523809522,0.7738095238095237,-1.5476190476190474
207.75,-0.001759126984126984,0.7996031746031745,-1.599206349206349
208.0,-0.0018158730158730158,0.8253968253968254,-1.6507936507936507
208.25,-0.0018726190476190474,0.8511904761904762,-1.7023809523809523
